cellId,x_mm,y_mm,z_mm,dose_Gy
870,870,0,0,2.225235e-10
871,871,0,0,2.196502e-10
872,872,0,0,2.547954e-10
873,873,0,0,2.307870e-10
874,874,0,0,2.515018e-10
875,875,0,0,2.217555e-10
876,876,0,0,2.266974e-10
877,877,0,0,2.221213e-10
878,878,0,0,2.136023e-10
879,879,0,0,2.354172e-10
880,880,0,0,3.171877e-10
881,881,0,0,2.320538e-10
882,882,0,0,2.232147e-10
883,883,0,0,2.552479e-10
884,884,0,0,2.004467e-10
885,885,0,0,2.068097e-10
886,886,0,0,2.413063e-10
887,887,0,0,2.400461e-10
888,888,0,0,2.062666e-10
889,889,0,0,2.944935e-10
890,890,0,0,2.675610e-10
891,891,0,0,2.796645e-10
892,892,0,0,2.342132e-10
893,893,0,0,2.309776e-10
894,894,0,0,2.390438e-10
895,895,0,0,2.023415e-10
896,896,0,0,2.188496e-10
897,897,0,0,2.713685e-10
898,898,0,0,2.623503e-10
899,899,0,0,2.237425e-10
900,900,0,0,2.894072e-10
901,901,0,0,2.597035e-10
902,902,0,0,2.129209e-10
903,903,0,0,2.339240e-10
904,904,0,0,2.012168e-10
905,905,0,0,2.296741e-10
906,906,0,0,2.382847e-10
907,907,0,0,1.991825e-10
908,908,0,0,2.211523e-10
909,909,0,0,3.214859e-10
910,910,0,0,2.327059e-10
911,911,0,0,2.689115e-10
912,912,0,0,3.338595e-10
913,913,0,0,2.757003e-10
914,914,0,0,2.734748e-10
915,915,0,0,2.334416e-10
916,916,0,0,2.298753e-10
917,917,0,0,2.967802e-10
918,918,0,0,2.392716e-10
919,919,0,0,2.750377e-10
920,920,0,0,2.066929e-10
921,921,0,0,2.866480e-10
922,922,0,0,2.322842e-10
923,923,0,0,2.372406e-10
924,924,0,0,2.889542e-10
925,925,0,0,2.103821e-10
926,926,0,0,3.894820e-09
927,927,0,0,2.296805e-10
928,928,0,0,2.174152e-10
929,929,0,0,2.217626e-10
930,930,0,0,2.488622e-10
931,931,0,0,2.444504e-10
932,932,0,0,2.951652e-10
933,933,0,0,2.693450e-10
934,934,0,0,2.097800e-10
935,935,0,0,2.270668e-10
936,936,0,0,2.395608e-10
937,937,0,0,2.789068e-10
938,938,0,0,2.094182e-10
939,939,0,0,2.484074e-10
940,940,0,0,2.084742e-10
941,941,0,0,2.894327e-10
942,942,0,0,2.516270e-10
943,943,0,0,2.572215e-10
944,944,0,0,2.589114e-10
945,945,0,0,2.176843e-10
946,946,0,0,2.474546e-10
947,947,0,0,3.405593e-10
948,948,0,0,2.346857e-10
949,949,0,0,2.120511e-10
950,950,0,0,2.145683e-10
951,951,0,0,2.298429e-10
952,952,0,0,2.137200e-10
953,953,0,0,2.437220e-10
954,954,0,0,1.992817e-10
955,955,0,0,2.203067e-10
956,956,0,0,2.161438e-10
957,957,0,0,1.968394e-10
958,958,0,0,2.820101e-10
959,959,0,0,1.967993e-10
960,960,0,0,2.550733e-10
961,961,0,0,2.790736e-10
962,962,0,0,2.168459e-10
963,963,0,0,1.981928e-10
964,964,0,0,1.977435e-10
965,965,0,0,2.097393e-10
966,966,0,0,2.303621e-10
967,967,0,0,2.337254e-10
968,968,0,0,2.629634e-10
969,969,0,0,2.811746e-10
970,970,0,0,2.243684e-10
971,971,0,0,2.374187e-10
972,972,0,0,2.354504e-10
973,973,0,0,3.006916e-10
974,974,0,0,2.140882e-10
975,975,0,0,2.205189e-10
976,976,0,0,2.423156e-10
977,977,0,0,1.993314e-10
978,978,0,0,2.146010e-10
979,979,0,0,2.682439e-10
980,980,0,0,2.204119e-10
981,981,0,0,2.269579e-10
982,982,0,0,2.344171e-10
983,983,0,0,2.262013e-10
984,984,0,0,2.827959e-10
985,985,0,0,1.911791e-10
986,986,0,0,2.777775e-10
987,987,0,0,2.447966e-10
988,988,0,0,2.414737e-10
989,989,0,0,2.666732e-10
990,990,0,0,2.134815e-10
991,991,0,0,2.342721e-10
992,992,0,0,2.639102e-10
993,993,0,0,2.249853e-10
994,994,0,0,2.957250e-10
995,995,0,0,1.982248e-10
996,996,0,0,2.817603e-10
997,997,0,0,2.595454e-10
998,998,0,0,2.550435e-10
999,999,0,0,2.803197e-10
