cellId,x_mm,y_mm,z_mm,edep_MeV
866,866,0,0,6.152986e-01
867,867,0,0,7.249858e-01
868,868,0,0,6.098487e-01
869,869,0,0,6.427562e-01
870,870,0,0,6.472191e-01
871,871,0,0,6.388621e-01
872,872,0,0,7.410835e-01
873,873,0,0,6.712539e-01
874,874,0,0,7.315039e-01
875,875,0,0,6.449855e-01
876,876,0,0,6.593592e-01
877,877,0,0,6.460493e-01
878,878,0,0,6.212715e-01
879,879,0,0,6.847211e-01
880,880,0,0,9.225540e-01
881,881,0,0,6.749384e-01
882,882,0,0,6.492296e-01
883,883,0,0,7.423997e-01
884,884,0,0,5.830079e-01
885,885,0,0,6.015148e-01
886,886,0,0,7.018499e-01
887,887,0,0,6.981845e-01
888,888,0,0,5.999354e-01
889,889,0,0,8.565472e-01
890,890,0,0,7.782127e-01
891,891,0,0,8.134162e-01
892,892,0,0,6.812191e-01
893,893,0,0,6.718084e-01
894,894,0,0,6.952692e-01
895,895,0,0,5.885190e-01
896,896,0,0,6.365337e-01
897,897,0,0,7.892870e-01
898,898,0,0,7.630571e-01
899,899,0,0,6.507648e-01
900,900,0,0,8.417534e-01
901,901,0,0,7.553590e-01
902,902,0,0,6.192896e-01
903,903,0,0,6.803782e-01
904,904,0,0,5.852477e-01
905,905,0,0,6.680170e-01
906,906,0,0,6.930613e-01
907,907,0,0,5.793309e-01
908,908,0,0,6.432311e-01
909,909,0,0,9.350556e-01
910,910,0,0,6.768350e-01
911,911,0,0,7.821408e-01
912,912,0,0,9.710449e-01
913,913,0,0,8.018863e-01
914,914,0,0,7.954133e-01
915,915,0,0,6.789749e-01
916,916,0,0,6.686022e-01
917,917,0,0,8.631980e-01
918,918,0,0,6.959319e-01
919,919,0,0,7.999590e-01
920,920,0,0,6.011752e-01
921,921,0,0,8.337281e-01
922,922,0,0,6.756087e-01
923,923,0,0,6.900245e-01
924,924,0,0,8.404358e-01
925,925,0,0,6.119055e-01
926,926,0,0,1.132825e+01
927,927,0,0,6.680358e-01
928,928,0,0,6.323614e-01
929,929,0,0,6.450062e-01
930,930,0,0,7.238265e-01
931,931,0,0,7.109947e-01
932,932,0,0,8.585008e-01
933,933,0,0,7.834017e-01
934,934,0,0,6.101541e-01
935,935,0,0,6.604336e-01
936,936,0,0,6.967728e-01
937,937,0,0,8.112125e-01
938,938,0,0,6.091018e-01
939,939,0,0,7.225035e-01
940,940,0,0,6.063563e-01
941,941,0,0,8.418275e-01
942,942,0,0,7.318681e-01
943,943,0,0,7.481398e-01
944,944,0,0,7.530550e-01
945,945,0,0,6.331442e-01
946,946,0,0,7.197324e-01
947,947,0,0,9.905315e-01
948,948,0,0,6.825934e-01
949,949,0,0,6.167599e-01
950,950,0,0,6.240812e-01
951,951,0,0,6.685079e-01
952,952,0,0,6.216140e-01
953,953,0,0,7.088761e-01
954,954,0,0,5.796194e-01
955,955,0,0,6.407716e-01
956,956,0,0,6.286636e-01
957,957,0,0,5.725160e-01
958,958,0,0,8.202386e-01
959,959,0,0,5.723994e-01
960,960,0,0,7.418918e-01
961,961,0,0,8.116976e-01
962,962,0,0,6.307058e-01
963,963,0,0,5.764524e-01
964,964,0,0,5.751456e-01
965,965,0,0,6.100358e-01
966,966,0,0,6.700181e-01
967,967,0,0,6.798006e-01
968,968,0,0,7.648403e-01
969,969,0,0,8.178084e-01
970,970,0,0,6.525851e-01
971,971,0,0,6.905426e-01
972,972,0,0,6.848178e-01
973,973,0,0,8.745744e-01
974,974,0,0,6.226847e-01
975,975,0,0,6.413889e-01
976,976,0,0,7.047853e-01
977,977,0,0,5.797641e-01
978,978,0,0,6.241762e-01
979,979,0,0,7.801991e-01
980,980,0,0,6.410775e-01
981,981,0,0,6.601169e-01
982,982,0,0,6.818123e-01
983,983,0,0,6.579163e-01
984,984,0,0,8.225242e-01
985,985,0,0,5.560527e-01
986,986,0,0,8.079279e-01
987,987,0,0,7.120016e-01
988,988,0,0,7.023367e-01
989,989,0,0,7.756304e-01
990,990,0,0,6.209202e-01
991,991,0,0,6.813906e-01
992,992,0,0,7.675941e-01
993,993,0,0,6.543795e-01
994,994,0,0,8.601289e-01
995,995,0,0,5.765453e-01
996,996,0,0,8.195121e-01
997,997,0,0,7.548991e-01
998,998,0,0,7.418051e-01
999,999,0,0,8.153219e-01
