EventID,edep_MeV,dose_Gy
771,6.499024e-01,2.234460e-10
772,5.923395e-01,2.036550e-10
773,6.498130e-01,2.234153e-10
774,6.140027e-01,2.111032e-10
775,6.818755e-01,2.344388e-10
776,7.353292e-01,2.528170e-10
777,6.614591e-01,2.274194e-10
778,5.644253e-01,1.940577e-10
779,6.036712e-01,2.075510e-10
780,7.729986e-01,2.657683e-10
781,7.174627e-01,2.466743e-10
782,7.120119e-01,2.448002e-10
783,7.226758e-01,2.484666e-10
784,6.126776e-01,2.106476e-10
785,6.658919e-01,2.289434e-10
786,6.353067e-01,2.184278e-10
787,7.089693e-01,2.437541e-10
788,7.043327e-01,2.421600e-10
789,6.390408e-01,2.197116e-10
790,6.285775e-01,2.161142e-10
791,6.005385e-01,2.064740e-10
792,1.000765e+00,3.440779e-10
793,7.048654e-01,2.423431e-10
794,6.996740e-01,2.405582e-10
795,5.979977e-01,2.056004e-10
796,7.302789e-01,2.510806e-10
797,6.832461e-01,2.349101e-10
798,6.003567e-01,2.064115e-10
799,6.043081e-01,2.077700e-10
800,5.998220e-01,2.062276e-10
801,6.849962e-01,2.355118e-10
802,6.324022e-01,2.174292e-10
803,7.115855e-01,2.446536e-10
804,6.932826e-01,2.383608e-10
805,5.799260e-01,1.993871e-10
806,8.941920e-01,3.074364e-10
807,6.859578e-01,2.358424e-10
808,7.366851e-01,2.532832e-10
809,6.057772e-01,2.082751e-10
810,9.219046e-01,3.169644e-10
811,6.464831e-01,2.222704e-10
812,6.359324e-01,2.186429e-10
813,7.086146e-01,2.436321e-10
814,6.424274e-01,2.208760e-10
815,6.352747e-01,2.184168e-10
816,6.634534e-01,2.281051e-10
817,5.441898e-01,1.871005e-10
818,8.506880e-01,2.924791e-10
819,6.217386e-01,2.137629e-10
820,5.878973e-01,2.021278e-10
821,6.090184e-01,2.093895e-10
822,7.130614e-01,2.451610e-10
823,6.710580e-01,2.307196e-10
824,6.529587e-01,2.244968e-10
825,9.498675e-01,3.265784e-10
826,7.202049e-01,2.476170e-10
827,5.922626e-01,2.036286e-10
828,6.771119e-01,2.328011e-10
829,7.439931e-01,2.557958e-10
830,6.952952e-01,2.390527e-10
831,8.619330e-01,2.963452e-10
832,6.142713e-01,2.111955e-10
833,7.520072e-01,2.585511e-10
834,7.736850e-01,2.660043e-10
835,7.094816e-01,2.439302e-10
836,6.797542e-01,2.337095e-10
837,6.079941e-01,2.090373e-10
838,6.309252e-01,2.169214e-10
839,6.476642e-01,2.226765e-10
840,8.422940e-01,2.895931e-10
841,6.304405e-01,2.167547e-10
842,5.605870e-01,1.927381e-10
843,6.293905e-01,2.163937e-10
844,7.523635e-01,2.586737e-10
845,7.237251e-01,2.488273e-10
846,7.033398e-01,2.418186e-10
847,6.740798e-01,2.317586e-10
848,8.016715e-01,2.756265e-10
849,6.218572e-01,2.138037e-10
850,5.849844e-01,2.011263e-10
851,6.504588e-01,2.236373e-10
852,7.695188e-01,2.645719e-10
853,7.882046e-01,2.709964e-10
854,6.519067e-01,2.241351e-10
855,7.172290e-01,2.465939e-10
856,8.187547e-01,2.814999e-10
857,7.014620e-01,2.411730e-10
858,6.960621e-01,2.393164e-10
859,5.745371e-01,1.975343e-10
860,6.276607e-01,2.157990e-10
861,6.038823e-01,2.076236e-10
862,7.296990e-01,2.508813e-10
863,6.963053e-01,2.394000e-10
864,5.580946e-01,1.918811e-10
865,6.414723e-01,2.205476e-10
866,6.152986e-01,2.115487e-10
867,7.249858e-01,2.492608e-10
868,6.098487e-01,2.096750e-10
869,6.427562e-01,2.209890e-10
870,6.472191e-01,2.225235e-10
871,6.388621e-01,2.196502e-10
872,7.410835e-01,2.547954e-10
873,6.712539e-01,2.307870e-10
874,7.315039e-01,2.515018e-10
875,6.449855e-01,2.217555e-10
876,6.593592e-01,2.266974e-10
877,6.460493e-01,2.221213e-10
878,6.212715e-01,2.136023e-10
879,6.847211e-01,2.354172e-10
880,9.225540e-01,3.171877e-10
881,6.749384e-01,2.320538e-10
882,6.492296e-01,2.232147e-10
883,7.423997e-01,2.552479e-10
884,5.830079e-01,2.004467e-10
885,6.015148e-01,2.068097e-10
886,7.018499e-01,2.413063e-10
887,6.981845e-01,2.400461e-10
888,5.999354e-01,2.062666e-10
889,8.565472e-01,2.944935e-10
890,7.782127e-01,2.675610e-10
891,8.134162e-01,2.796645e-10
892,6.812191e-01,2.342132e-10
893,6.718084e-01,2.309776e-10
894,6.952692e-01,2.390438e-10
895,5.885190e-01,2.023415e-10
896,6.365337e-01,2.188496e-10
897,7.892870e-01,2.713685e-10
898,7.630571e-01,2.623503e-10
899,6.507648e-01,2.237425e-10
900,8.417534e-01,2.894072e-10
901,7.553590e-01,2.597035e-10
902,6.192896e-01,2.129209e-10
903,6.803782e-01,2.339240e-10
904,5.852477e-01,2.012168e-10
905,6.680170e-01,2.296741e-10
906,6.930613e-01,2.382847e-10
907,5.793309e-01,1.991825e-10
908,6.432311e-01,2.211523e-10
909,9.350556e-01,3.214859e-10
910,6.768350e-01,2.327059e-10
911,7.821408e-01,2.689115e-10
912,9.710449e-01,3.338595e-10
913,8.018863e-01,2.757003e-10
914,7.954133e-01,2.734748e-10
915,6.789749e-01,2.334416e-10
916,6.686022e-01,2.298753e-10
917,8.631980e-01,2.967802e-10
918,6.959319e-01,2.392716e-10
919,7.999590e-01,2.750377e-10
920,6.011752e-01,2.066929e-10
921,8.337281e-01,2.866480e-10
922,6.756087e-01,2.322842e-10
923,6.900245e-01,2.372406e-10
924,8.404358e-01,2.889542e-10
925,6.119055e-01,2.103821e-10
926,1.132825e+01,3.894820e-09
927,6.680358e-01,2.296805e-10
928,6.323614e-01,2.174152e-10
929,6.450062e-01,2.217626e-10
930,7.238265e-01,2.488622e-10
931,7.109947e-01,2.444504e-10
932,8.585008e-01,2.951652e-10
933,7.834017e-01,2.693450e-10
934,6.101541e-01,2.097800e-10
935,6.604336e-01,2.270668e-10
936,6.967728e-01,2.395608e-10
937,8.112125e-01,2.789068e-10
938,6.091018e-01,2.094182e-10
939,7.225035e-01,2.484074e-10
940,6.063563e-01,2.084742e-10
941,8.418275e-01,2.894327e-10
942,7.318681e-01,2.516270e-10
943,7.481398e-01,2.572215e-10
944,7.530550e-01,2.589114e-10
945,6.331442e-01,2.176843e-10
946,7.197324e-01,2.474546e-10
947,9.905315e-01,3.405593e-10
948,6.825934e-01,2.346857e-10
949,6.167599e-01,2.120511e-10
950,6.240812e-01,2.145683e-10
951,6.685079e-01,2.298429e-10
952,6.216140e-01,2.137200e-10
953,7.088761e-01,2.437220e-10
954,5.796194e-01,1.992817e-10
955,6.407716e-01,2.203067e-10
956,6.286636e-01,2.161438e-10
957,5.725160e-01,1.968394e-10
958,8.202386e-01,2.820101e-10
959,5.723994e-01,1.967993e-10
960,7.418918e-01,2.550733e-10
961,8.116976e-01,2.790736e-10
962,6.307058e-01,2.168459e-10
963,5.764524e-01,1.981928e-10
964,5.751456e-01,1.977435e-10
965,6.100358e-01,2.097393e-10
966,6.700181e-01,2.303621e-10
967,6.798006e-01,2.337254e-10
968,7.648403e-01,2.629634e-10
969,8.178084e-01,2.811746e-10
970,6.525851e-01,2.243684e-10
971,6.905426e-01,2.374187e-10
972,6.848178e-01,2.354504e-10
973,8.745744e-01,3.006916e-10
974,6.226847e-01,2.140882e-10
975,6.413889e-01,2.205189e-10
976,7.047853e-01,2.423156e-10
977,5.797641e-01,1.993314e-10
978,6.241762e-01,2.146010e-10
979,7.801991e-01,2.682439e-10
980,6.410775e-01,2.204119e-10
981,6.601169e-01,2.269579e-10
982,6.818123e-01,2.344171e-10
983,6.579163e-01,2.262013e-10
984,8.225242e-01,2.827959e-10
985,5.560527e-01,1.911791e-10
986,8.079279e-01,2.777775e-10
987,7.120016e-01,2.447966e-10
988,7.023367e-01,2.414737e-10
989,7.756304e-01,2.666732e-10
990,6.209202e-01,2.134815e-10
991,6.813906e-01,2.342721e-10
992,7.675941e-01,2.639102e-10
993,6.543795e-01,2.249853e-10
994,8.601289e-01,2.957250e-10
995,5.765453e-01,1.982248e-10
996,8.195121e-01,2.817603e-10
997,7.548991e-01,2.595454e-10
998,7.418051e-01,2.550435e-10
999,8.153219e-01,2.803197e-10
